[2020-03-23 10:50:59.905] [exthost] [info] extension host started
[2020-03-23 10:50:59.946] [exthost] [info] ExtensionService#_doActivateExtension vscode.extension-editing {"startup":false,"extensionId":{"value":"vscode.extension-editing","_lower":"vscode.extension-editing"},"activationEvent":"onLanguage:typescript"}
[2020-03-23 10:50:59.946] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/extension-editing/dist/extension
[2020-03-23 10:51:00.572] [exthost] [info] ExtensionService#_doActivateExtension vscode.typescript-language-features {"startup":false,"extensionId":{"value":"vscode.typescript-language-features","_lower":"vscode.typescript-language-features"},"activationEvent":"onLanguage:typescript"}
[2020-03-23 10:51:00.573] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/typescript-language-features/dist/extension
[2020-03-23 10:51:00.903] [exthost] [info] ExtensionService#_doActivateExtension vscode.debug-auto-launch {"startup":true,"extensionId":{"value":"vscode.debug-auto-launch","_lower":"vscode.debug-auto-launch"},"activationEvent":"*"}
[2020-03-23 10:51:00.903] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/debug-auto-launch/dist/extension
[2020-03-23 10:51:01.033] [exthost] [info] ExtensionService#_doActivateExtension vscode.emmet {"startup":true,"extensionId":{"value":"vscode.emmet","_lower":"vscode.emmet"},"activationEvent":"*"}
[2020-03-23 10:51:01.033] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/emmet/dist/extension
[2020-03-23 10:51:01.546] [exthost] [info] ExtensionService#_doActivateExtension vscode.git {"startup":true,"extensionId":{"value":"vscode.git","_lower":"vscode.git"},"activationEvent":"*"}
[2020-03-23 10:51:01.546] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/git/dist/main
[2020-03-23 10:51:01.773] [exthost] [info] ExtensionService#_doActivateExtension vscode.merge-conflict {"startup":true,"extensionId":{"value":"vscode.merge-conflict","_lower":"vscode.merge-conflict"},"activationEvent":"*"}
[2020-03-23 10:51:01.773] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/merge-conflict/dist/extension
[2020-03-23 10:51:01.858] [exthost] [info] ExtensionService#_doActivateExtension vscode.search-result {"startup":true,"extensionId":{"value":"vscode.search-result","_lower":"vscode.search-result"},"activationEvent":"*"}
[2020-03-23 10:51:01.858] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/search-result/dist/extension.js
[2020-03-23 10:51:01.911] [exthost] [info] ExtensionService#_doActivateExtension vscode.vscode-account {"startup":true,"extensionId":{"value":"vscode.vscode-account","_lower":"vscode.vscode-account"},"activationEvent":"*"}
[2020-03-23 10:51:01.911] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/vscode-account/dist/extension.js
[2020-03-23 10:51:02.036] [exthost] [info] ExtensionService#_doActivateExtension dbaeumer.vscode-eslint {"startup":true,"extensionId":{"value":"dbaeumer.vscode-eslint","_lower":"dbaeumer.vscode-eslint"},"activationEvent":"*"}
[2020-03-23 10:51:02.036] [exthost] [info] ExtensionService#loadCommonJSModule file:///home/hcalderon/.vscode/extensions/dbaeumer.vscode-eslint-2.1.1/client/out/extension
[2020-03-23 10:51:02.292] [exthost] [info] ExtensionService#_doActivateExtension vscode.npm {"startup":true,"extensionId":{"value":"vscode.npm","_lower":"vscode.npm"},"activationEvent":"workspaceContains:package.json"}
[2020-03-23 10:51:02.292] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/npm/dist/main
[2020-03-23 10:51:03.206] [exthost] [info] eager extensions activated
[2020-03-23 10:51:33.651] [exthost] [info] ExtensionService#_doActivateExtension vscode.html-language-features {"startup":false,"extensionId":{"value":"vscode.html-language-features","_lower":"vscode.html-language-features"},"activationEvent":"onLanguage:html"}
[2020-03-23 10:51:33.651] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/html-language-features/client/dist/htmlMain
[2020-03-23 10:51:58.153] [exthost] [info] ExtensionService#_doActivateExtension vscode.configuration-editing {"startup":false,"extensionId":{"value":"vscode.configuration-editing","_lower":"vscode.configuration-editing"},"activationEvent":"onLanguage:jsonc"}
[2020-03-23 10:51:58.153] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/configuration-editing/dist/extension
[2020-03-23 10:51:58.277] [exthost] [info] ExtensionService#_doActivateExtension vscode.json-language-features {"startup":false,"extensionId":{"value":"vscode.json-language-features","_lower":"vscode.json-language-features"},"activationEvent":"onLanguage:jsonc"}
[2020-03-23 10:51:58.277] [exthost] [info] ExtensionService#loadCommonJSModule file:///usr/share/code/resources/app/extensions/json-language-features/client/dist/jsonMain
[2020-03-23 11:36:39.622] [exthost] [info] [vscode.typescript-language-features] UNSAVE result from 'resolveCompletionItem', extension SHOULD NOT change any of: additionalTextEdits, or command
[2020-03-23 12:15:01.289] [exthost] [error] [vscode.typescript-language-features] provider FAILED
[2020-03-23 12:15:01.291] [exthost] [error] Error: <semantic> TypeScript Server Error (3.7.5)
Maximum call stack size exceeded
RangeError: Maximum call stack size exceeded
    at String.replace (<anonymous>)
    at normalizeSlashes (tsserver.js:5897:21)
    at combinePaths (tsserver.js:5958:28)
    at getPathComponents (tsserver.js:5872:16)
    at normalizePath (tsserver.js:6006:73)
    at Object.toPath (tsserver.js:6021:15)
    at toPath (tsserver.js:115386:23)
    at getDocumentPositionMapper (tsserver.js:115389:24)
    at tryGetSourcePosition (tsserver.js:115410:26)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
    at tryGetSourcePosition (tsserver.js:115411:61)
	at Function.create (/usr/share/code/resources/app/extensions/typescript-language-features/dist/extension.js:1:49149)
